College Name,Genders Accepted,Campus Size,Total Student Enrollments,Total Faculty,Established Year,Rating,University,Courses,Facilities,City,State,Country,College Type,Average Fees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National Institute of Technology Rourkela ,Co-Ed,647 Acres,4811,329,2007,3.12,,"B.Tech Mechanical Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Civil Engineering, B.Tech Electronics and Communication Engineering, B.Tech Chemical Engineering, B.Tech Metallurgical and Materials Engineering, B.Tech Electronics and Instrumentation Engineering, B.Tech Ceramic Engineering, B.Tech Mining Engineering, B.Tech Industrial Design, B.Tech Food Process Engineering, B.Tech Biomedical Engineering, B.Tech Biotechnology Engineering, B.Arch, M.Sc Chemistry Integrated, M.Sc Life Science Integrated, M.Sc Mathematics Integrated, M.Sc Physics Integrated, B.Tech and M.Tech Metallurgical and Materials Engineering, B.Tech Ceramic Engineering and M.Tech Industrial Ceramics, B.Tech and M.Tech Chemical Engineering, B.Tech and M.Tech Mining Engineering, M.Sc Applied Geology, M.Sc Atmospheric Sciences, M.Sc Chemistry, M.Sc Life Science, M.Sc Mathematics, M.Sc Physics, M.Tech Atmosphere and Ocean Science, M.Tech Biomedical Engineering, M.Tech Biotechnology Engineering, M.Tech Chemical Engineering, M.Tech Communication and Networks, M.Tech Computer Science, M.Tech Control and Automation, M.Tech Cryogenic and Vacuum Technology, M.Tech Electronics and Instrumentation Engineering, M.Tech Electronics System and Communication, M.Tech Energy and Environmental Engineering, M.Tech Food Processing Engineering, M.Tech Geotechnical Engineering, M.Tech Industrial Ceramics, M.Tech Industrial Design, M.Tech Information Security, M.Tech Machine Design and Analysis, M.Tech Metallurgical and Materials Engineering, M.Tech Microwave and Radar Engineering, M.Tech Mining Engineering, M.Tech Power Electronics and Drives, M.Tech Power Systems Engineering, M.Tech Production Engineering, M.Tech Research Biotechnology and Medical Engineering, M.Tech Research Ceramic Engineering, M.Tech Research Chemical Engineering, M.Tech Research Chemistry, M.Tech Research Civil Engineering, M.Tech Research Computer Science and Engineering, M.Tech Research Earth and Atmospheric Sciences, M.Tech Research Electrical Engineering, M.Tech Research Electronics and Communication Engineering, M.Tech Research Food Process Engineering, M.Tech Research Humanities and Social Sciences, M.Tech Research Industrial Design, M.Tech Research Life Science, M.Tech Research Management, M.Tech Research Mathematics, M.Tech Research Mechanical Engineering, M.Tech Research Metallurgical and Materials Engineering, M.Tech Research Mining Engineering, M.Tech Research Physics, M.Tech Research Planning and Architecture, M.Tech Signal and Image Processing, M.Tech Software Engineering, M.Tech Structural Engineering, M.Tech Thermal Engineering, M.Tech Transportation Engineering, M.Tech VLSI Design and Embedded Systems, M.Tech Water Resources Engineering, MA Development Studies, MBA, Ph.D Biotechnology and Medical Engineering, Ph.D Ceramic Engineering, Ph.D Chemical Engineering, Ph.D Chemistry, Ph.D Civil Engineering, Ph.D Computer Science and Engineering, Ph.D Earth and Atmospheric Sciences, Ph.D Electrical Engineering, Ph.D Electronics and Communication Engineering, Ph.D Food Process Engineering, Ph.D Humanities and Social Sciences, Ph.D Industrial Design, Ph.D Life Science, Ph.D Management, Ph.D Mathematics, Ph.D Mechanical Engineering, Ph.D Metallurgical and Materials Engineering, Ph.D Mining Engineering, Ph.D Physics and Astronomy, Ph.D Planning and Architecture","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Swimming Pool, Convenience Store, Alumni Associations, Guest Room, Banks Facilities",Rourkela,Odisha,India,Public/Government,350600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Visvesvaraya National Institute of Technology Nagpur ,Co-Ed,215 Acres,1071,192,2007,,,"B.Tech Computer Science Engineering, B.Tech Electrical and Electronics Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Chemical Engineering, B.Tech Civil Engineering, B.Tech Metallurgical and Materials Engineering, B.Arch, B.Tech Mining Engineering, M.Sc Chemistry, M.Sc Mathematics, M.Sc Physics, M.Tech CAD CAM, M.Tech Chemical Engineering, M.Tech Communication System Engineering, M.Tech Computer Science Engineering, M.Tech Construction Technology and Management, M.Tech Environmental Engineering, M.Tech Excavation Engineering, M.Tech Geotechnical Engineering, M.Tech Heat Power Engineering, M.Tech Industrial Engineering, M.Tech Integrated Power System, M.Tech Materials Engineering, M.Tech Power Electronics and Drives, M.Tech Structural Dynamics and Earthquake Engineering, M.Tech Structural Engineering, M.Tech Transportation Engineering, M.Tech Urban Planning, M.Tech VLSI Design, M.Tech Water Resource Engineering, Ph.D Applied Mechanics, Ph.D Architecture and Planning, Ph.D Chemical Engineering, Ph.D Chemistry, Ph.D Civil Engineering, Ph.D Computer Science and Engineering, Ph.D Electrical and Electronics Engineering, Ph.D Electronics and Communication Engineering, Ph.D Humanities and Social Sciences, Ph.D Materials Engineering, Ph.D Mathematics, Ph.D Mechanical Engineering, Ph.D Metallurgy and Materials Engineering, Ph.D Mining Engineering, Ph.D Physics","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Nagpur,Maharashtra,India,Public/Government,273596.6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netaji Subhas University of Technology,Co-Ed,145 Acres,3759,101,2018,,,"B.Tech Computer Engineering, B.Tech Electronics and Communication Engineering, B.Tech Instrumentation and Control Engineering, B.Tech Biotechnology, B.Tech Information Technology, B.Tech Manufacturing Process and Automation Engineering, B.Tech Mechanical Engineering, BBA, MBA, M.Tech Biochemical Engineering, M.Tech Bioinformatics, M.Tech CAD CAM, M.Tech Computer Engineering, M.Tech Embedded System and VLSI, M.Tech Industrial Electronics, M.Tech Manufacturing Process and Automation Engineering, M.Tech Mechatronics, M.Tech Nanotechnology, M.Tech Process Control, M.Tech Production Engineering, M.Tech Signal Processing, Master of Engineering and Management, Ph.D Management Studies, M.Tech Computer Engineering Part Time, M.Tech Process Control Part Time, M.Tech Signal Processing Part Time, B.Tech Computer Science and Engineering with Specialisation in Artificial Intelligence, B.Tech Electrical Engineering, B.Tech Mathematics and Computing, Ph.D Biotechnology, Ph.D Chemistry, Ph.D Computer Engineering, Ph.D Electronics and Communication Engineering, Ph.D Humanities and Social Sciences, Ph.D Information Technology, Ph.D Instrumentation and Control Engineering, Ph.D Manufacturing Process and Automation Engineering, Ph.D Mathematics, Ph.D Physics","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations",New Delhi,Delhi,India,Public/Government,352320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birla Institute of Technology,Co-Ed,980 Acres,4506,284,1955,,,"B.Tech Computer Science Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, MBA, B.Pharma, B.Tech Biotechnology Engineering, B.Tech Chemical Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical and Electronics Engineering, B.Tech Electrical and Electronics Engineering, B.Tech Electronics and Communication Engineering, B.Tech Information Technology, B.Tech Mechanical Engineering, B.Tech Polymer and Plastic Engineering, B.Tech Production Engineering, B.Tech Production Engineering, BE Civil Engineering, BE Computer Science and Engineering, BE Electrical and Electronics Engineering, BE Electronics and Communication Engineering, BE Mechanical Engineering, BHMCT, Diploma in Automobile Engineering, Diploma in Mechanical Engineering, MBA, MCA, MCA, MBA, MBA II Shift, MCA, MCA II Shift, B.Arch, B.Sc Medical Lab Technology, Diploma in Computer Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics Engineering, Diploma in Manufacturing Engineering, M.Sc Biotechnology, M.Tech Automated Manufacturing Systems, M.Sc Geoinformatics, M.Pharma Clinical Research, M.Pharma Pharmaceutical Chemistry, M.Pharma Pharmaceutics, M.Pharma Pharmacognosy, M.Pharma Pharmacology, M.Pharma Quality Assurance and Regulatory Affairs, M.Tech Biotechnology Engineering, M.Tech Computer Aided Analysis and Design, M.Tech Computer Science and Engineering, M.Tech Computer Science and Engineering, M.Tech Energy Technology, M.Tech Environmental Science and Engineering, M.Tech Information Security, M.Tech Information Technology, M.Tech Nanoscience and Technology, M.Tech Power Electronics, M.Tech Remote Sensing, M.Tech Wireless Communication, ME Wireless Communications, M.Tech Computer Science Engineering, M.Sc Applied Chemistry, M.Sc Applied Mathematics, M.Sc Applied Physics, M.Tech Software Engineering, M.Tech Control System, M.Tech Design of Mechanical Equipment, M.Tech Heat Power Engineering, M.Tech Microwave Engineering, M.Tech Power System, M.Tech Rocket Propulsion, M.Tech Soil Mechanics and Foundation Engineering, M.Tech Structural Engineering, B.Arch, B.Sc Animation and Multimedia, B.Sc Animation and Multimedia, Bachelor of Business Economics, BBA, BBA, BBA, BBA, BBA, BBA, BBA, BCA, BCA, BCA, BCA, BCA, BCA, BCA, BE Computer Science and Engineering, BE Electrical and Electronics Engineering, BE Electronics and Communication Engineering, BE Information Technology, BE Production Engineering, M.Sc Animation Design, M.Sc Chemistry Integrated, M.Sc Food Technology Integrated, M.Sc Information Technology, M.Sc Mathematics and Computing Integrated, M.Sc Mathematics Integrated, M.Sc Physics Integrated, M.Tech Biotechnology, M.Tech Computer Science, M.Tech Computer Science Engineering, M.Tech Computer Science Engineering Part Time, MBA, MBA, MBA Integrated, MBA Part Time, MCA, MCA, MCA, MCA Integrated, MCA Integrated, ME Wireless Communication, Ph.D Animation and Multimedia, Ph.D Animation and Multimedia, Ph.D Applied Chemistry, Ph.D Applied Chemistry, Ph.D Applied Mathematics, Ph.D Applied Mathematics, Ph.D Applied Mathematics, Ph.D Applied Mathematics Part Time, Ph.D Applied Physics, Ph.D Applied Physics, Ph.D Automated Manufacturing Systems, Ph.D Bioinformatics, Ph.D Biomedical Instrumentation, Ph.D Biotechnology, Ph.D Biotechnology, Ph.D Biotechnology Engineering, Ph.D Chemical Engineering, Ph.D Chemistry, Ph.D Civil Engineering, Ph.D Clinical Research, Ph.D Computer Aided Analysis and Design, Ph.D Computer Application, Ph.D Computer Science, Ph.D Computer Science and Engineering, Ph.D Computer Science and Engineering, Ph.D Computer Science and Engineering, Ph.D Computer Science and Engineering, Ph.D Computer Science and Engineering, Ph.D Computer Science Part Time, Ph.D Control Systems, Ph.D Electrical and Electronics Engineering, Ph.D Electrical and Electronics Engineering, Ph.D Electronics and Communication Engineering, Ph.D Electronics and Communication Engineering, Ph.D Electronics and Communication Engineering, Ph.D Electronics and Communication Engineering, Ph.D Environmental Science and Engineering, Ph.D Food Technology, Ph.D Geoinformatics, Ph.D Information Science, Ph.D Information Technology, Ph.D Management, Ph.D Management, Ph.D Management, Ph.D Management Part Time, Ph.D Management Studies, Ph.D Management Studies, Ph.D Management Studies, Ph.D Mathematics, Ph.D Mathematics, Ph.D Mechanical Engineering, Ph.D Mechanical Engineering, Ph.D Mechanical Engineering Part Time, Ph.D Nanoscience and Technology, Ph.D Pharmaceutical Chemistry, Ph.D Pharmaceutics, Ph.D Pharmacognosy, Ph.D Pharmacology, Ph.D Physics, Ph.D Power Electronics, Ph.D Power Systems, Ph.D Production Engineering, Ph.D Quality Assurance and Regulatory Affairs, Ph.D Remote Sensing, Ph.D Software Engineering, Ph.D Soil Mechanics and Foundation Engineering, Ph.D Space Engineering and Rocketry, Ph.D Structural Engineering, Ph.D Town Planning","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations, Guest Room, Banks Facilities",Ranchi,Jharkhand,India,Private,596686.0465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
International Institute of Information Technology,Co-Ed,66 Acres,1721,85,2001,3.05,,"B.Tech Computer Science and Engineering, M.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, M.Tech Computer Science and Information Security, M.Tech VLSI and Embedded Systems, M.Tech Computer Aided Structural Engineering, M.Tech Bioinformatics, M.Tech Artificial Intelligence, B.Tech and MS by Research Computer Science and Engineering, B.Tech and MS by Research Electronics and Communication Engineering, B.Tech Civil Engineering and MS by Research Building Science and Engineering, B.Tech Computer Science and MS by Research Computational Linguistics, B.Tech Computer Science and MS by Research Computational Natural Sciences, B.Tech Computer Science and MS by Research Exact Humanities, B.Tech CSE and MS by Research Computer Science and Engineering Lateral Entry, B.Tech CSE and MS by Research Electronics and Communication Engineering Lateral Entry, M.Phil Computational Linguistics, MS Bioinformatics, MS Civil Engineering, MS Computational Linguistics, MS Computational Natural Sciences, MS Computer Science and Engineering, MS Electronics and Communication Engineering, MS IT in Building Science, Ph.D Bioinformatics, Ph.D Civil Engineering, Ph.D Cognitive Science, Ph.D Computational Linguistics, Ph.D Computational Natural Sciences, Ph.D Computer Science and Engineering, Ph.D Electronics and Communication Engineering, Ph.D Exact Humanities, Ph.D IT in Building Science, Ph.D Spatial Informatics","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, IT Infrastructure, Laboratories, Convenience Store, Banks Facilities",Hyderabad,Telangana,India,Private,756666.6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMS College of Engineering,Co-Ed,15 Acres,5610,298,1946,3.83,"Visvesvaraya Technological University, Belagavi","BE Civil Engineering, BE Computer Science and Engineering, BE Electronics and Communication Engineering, BE Information Science and Engineering, BE Mechanical Engineering, MBA, BE Aerospace Engineering, BE Biotechnology Engineering, BE Chemical Engineering, BE Computer Science and Engineering Part Time, BE Electrical and Electronics Engineering, BE Electronics and Instrumentation Engineering, BE Industrial Engineering and Management, BE Medical Electronics Engineering, BE Telecommunication Engineering, MCA, M.Tech Manufacturing Science and Engineering, M.Tech Biochemical Engineering, M.Tech Biomedical Signal Processing and Instrumentation, M.Tech Computer Networking and Engineering, M.Tech Computer Science Engineering, M.Tech Construction Technology, M.Tech Digital Communication, M.Tech Electronics Engineering, M.Tech Environmental Engineering, M.Tech Machine Design, M.Tech Power Electronics, M.Tech Thermal Engineering, M.Tech Transportation Engineering and Management, M.Tech VLSI and Embedded Systems, Ph.D Architecture, Ph.D Biotechnology Engineering, Ph.D Chemical Engineering, Ph.D Chemistry, Ph.D Civil Engineering, Ph.D Computer Science and Engineering, Ph.D Electrical and Electronics Engineering, Ph.D Electronics and Communication Engineering, Ph.D Industrial Engineering and Management, Ph.D Information Science and Engineering, Ph.D Management Studies, Ph.D Mathematics, Ph.D Mechanical Engineering, Ph.D Physics, Ph.D Telecommunication Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations",Bengaluru,Karnataka,India,Private,71558.66667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Institute of Chemical Technology,Co-Ed,16 Acres,1753,116,2008,3.77,,"BE Chemical Engineering, B.Tech Fibres and Textiles Processing Technology, B.Pharma, M.Tech Bioprocess Technology, M.Tech Green Technology Sponsored, Master of Chemical Engineering, PG Diploma in Chemical Technology Management, ME Plastic Engineering, M.Sc Chemistry, M.Sc Engineering Mathematics, M.Sc Physics, M.Sc Textile Chemistry, B.Tech Dyestuff and Intermediates Technology, B.Tech Pharmaceutical Chemistry and Technology, M.Pharma Pharmaceutics, M.Tech Dyestuff Technology, M.Tech Fibres and Textiles Processing Technology, M.Tech Green Technology, M.Tech Oils Oleochemicals and Surfactants Technology, M.Tech Perfumery and Flavour Technology, M.Tech Pharmaceutical Chemistry and Technology, M.Tech Polymer Engineering and Technology, M.Tech Surface Coating Technology, B.Tech Food Engineering and Technology, B.Tech Oils Oleochemicals and Surfactants Technology, B.Tech Polymer Engineering and Technology, B.Tech Surface Coating Technology, M.Pharma Pharmaceutical Chemistry Part Time, M.Tech Food Biotechnology, M.Tech Food Engineering and Technology Sponsored, M.Tech Oils Oleochemicals and Surfactants Sponsored, M.Tech Perfumery and Flavour Technology Sponsored, M.Tech Pharmaceutical Chemistry and Technology Sponsored, M.Tech Polymer Engineering and Technology Sponsored, M.Tech Surface Coating Technology Sponsored, ME Plastic Engineering Sponsored, M.Pharma Medical Pharmaceutical Chemistry, M.Pharma Medicinal Natural Products, M.Pharma Pharmaceutical Science, M.Pharma Pharmaceutical Technology, M.Tech Dyestuff Technology Sponsored, M.Tech Fibers and Textiles Processing Technology Sponsored, M.Tech Food Engineering and Technology, Master of Chemical Engineering Sponsored, Ph.D Agro Chemical Engineering, Ph.D Biochemistry, Ph.D Bioprocess Technology, Ph.D Biotechnology, Ph.D Chemical Engineering, Ph.D Chemistry, Ph.D Civil Engineering, Ph.D Dyestuff Technology, Ph.D Electrical Engineering, Ph.D Electronics Engineering, Ph.D Energy Engineering, Ph.D Fibres and Textile Processing Technology, Ph.D Food Biotechnology, Ph.D Food Engineering and Technology, Ph.D Food Science, Ph.D Green Technology, Ph.D Lipid Engineering, Ph.D Mathematics, Ph.D Mechanical Engineering, Ph.D Nanotechnology, Ph.D Oils Oleochemicals and Surfactants Technology, Ph.D Perfumery and Flavour Technology, Ph.D Petrochemical Engineering, Ph.D Pharmaceutical Chemistry, Ph.D Pharmaceutical Technology, Ph.D Pharmaceutics, Ph.D Pharmacognosy, Ph.D Pharmacology, Ph.D Physics, Ph.D Plastic Engineering, Ph.D Polymer Engineering and Technology, Ph.D Surface Coating Technology, Ph.D Textile Chemistry","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Mumbai,Maharashtra,India,Public/Government,189512.8205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Banaras Hindu University,Co-Ed,1300 Acres,27946,1637,1916,3.41,,"BA Social Science, BA, B.Com, BA Hons, BA Social Science Hons, B.Com Hons, BA, M.Com, MA Hindi, B.Sc Agriculture Hons, BA LLB Hons, M.Sc Mathematics, MA Mathematics, B.Ed, MBBS, BFA, M.Sc Chemistry, M.Sc Physics, MA Ancient Indian History, Culture and Archaeology, MA Bengali, MA Economics, MA English, MA History, MA Indian Philosophy and Religion, MA Philosophy, MA Political Science, MA Sanskrit, MA Sociology, M.Com, MA AIHC and Archaeology, MA Economics, MA English, MA Hindi, MA History, MA Political Science, MA Psychology, MA Sociology, MA Geography, BDS, B.Sc Nursing, Diploma in Statistics and Computing, PGD in Law, M.Sc Home Science, MA Home Science, M.Sc Botany, M.Sc Psychology, M.Sc Statistics, M.Sc Zoology, MA Psychology, MA Statistics, MA Urdu, B.Com Financial Markets Management Hons, B.P.Ed, Diploma in Vastu Shastra Evam Jyotish Part Time, MA Energy Economics, Diploma in Office Management and Business Communications Part Time, Diploma in Tourism Management Part Time, MA Conflict Management and Development, MA Social Work, MBA, MBA International Business, PG Diploma in Conflict Management and Development, BAMS, M.Sc Geology, MA History of Art, MA Linguistics, MA Nepali, M.P.Ed, M.Sc Mathematics and Computing, M.Sc Statistics and Computing, PG Diploma in Counselling and Psychotherapy, PG Diploma in Remote Sensing and GIS, M.Ed, M.Lib.I.Sc, MA Mass Communication, MA Public Administration, MA Pali, M.Sc Geography, MA Kannada, MA Marathi, MA Telugu, M.Sc Applied Microbiology, B.Pharma Ayurveda, Diploma in Seed Technology, M.Sc Forensic Science, MA Anthropology, MA Education, MA English, MA Hindi, MA Integrated Rural Development and Management, MA Psychology, MA Sociology, MD Anaesthesiology, PG Diploma in Bhojpuri and Janpadiya Adhyayan Part Time, PG Diploma in Indian Philosophy and Religion, M.Sc Computer Science, MFA Applied Arts, M.Sc Food Science and Technology, Master of Agribusiness Management, PG Diploma in Counselling Guidance and Psychological Intervention, PG Diploma in Gender and Women Studies, MA Prayojanmulak Hindi Patrakarita, M.Sc Biochemistry, MFA Painting, BOT, BPT, LLM One Year, M.Sc Computational Science and Applications in Signal Processing, MA Home Science, MA Social Exclusion and Inclusive Policy, MS General Surgery, PG Diploma in Hindi Journalism, PG Diploma in Population Studies, MA Arabic, MA Chinese, MA French, MA German, MA Persian, MA Russian, MD General Medicine, MPA Vocal Music, BPA Bharatanatyam, BPA Instrumental Flute, BPA Instrumental Sitar, BPA Instrumental Tabla, BPA Instrumental Violin, BPA Kathak, BPA Vocal North Indian Classical Music, MA Manuscriptology and Paleography, Master of Personnel Management and Industrial Relations, PG Diploma in Chromosomal Genetic and Molecular Diagnostic, M.Ed Special Education, M.Tech Soil and Water Conservation Engineering, MFA Plastic Arts, Master of Corporate Communication Management, MD Paediatrics, MPA Bharatanatyam, MPA Kathak, MS Obstetrics and Gynaecology, MTTM, MA Museology, MPA Sitar, MPA Tabla, MD Radiodiagnosis, MPA Flute, MPA Violin, MS Ophthalmology, MS Orthopaedics, MD Pathology, MD Shalya Ksharasutra evam Anu Shastra Karma, MFA Pottery and Ceramics, MFA Textile Design, DM Cardiology, DM Neurology, M.Ch Surgical Oncology, Master of Business Economics and Management, MD Dermatology, Venereology and Leprosy, MD Kayachikitsa, MD Psychiatry, MD Radiotherapy, MD Tuberculosis and Respiratory Diseases, MS ENT, MS Prasuti Tantra, MS Shalya Tantra, PG Diploma in Agni Karma and Jalauka Vacharan, PG Diploma in Ayurvedic Drug Standardization Self Finance, PG Diploma in Kshar Karma, PG Diploma in Maternal Healthcare Self Finance, PG Diploma in Panchakarma Self Finance, DM Gastroenterology, M.Ch Neurosurgery, M.Ch Pediatric Surgery, M.Ch Plastic Surgery, MD Ayurved Samhita and Siddhant, MD Microbiology, MD Pharmacology, MD Social Preventive and Community Medicine, PG Diploma in Vikiran Avam Chhaya, MD Biochemistry, MD Dravyaguna, MD Forensic Medicine and Toxicology, MD Kaumarbhritya, MD Physiology, MD Rasashastra and Bhaishajya Kalpana, MDS Orthodontics, MDS Prosthodontics, MS Anatomy, DM Endocrinology, DM Nephrology, M.Ch Urology and Genitourinary Surgery, MD Kriya Sharir, MD Rachana Sharir, MD Roganidan, MD Sangyaharan, MDS Conservative Dentistry, MDS Oral Surgery, MDS Periodontics, MS Shalakya Tantra, PG Diploma in Sangyaharan, PG Diploma in Kaumarbhritya, M.Ch Cardio Thoracic Surgery, MD Biophysics, MD Manas Roga, MD Swasthavritta and Yoga, PG Diploma in Anaesthesia, B.Com, B.Com Hons, B.Com Hons, B.Ed, B.Ed, B.Ed Special Education, B.Sc Botany Hons, B.Sc Chemistry Hons, B.Sc Computer Science Hons, B.Sc Geography Hons, B.Sc Geology Hons, B.Sc Home Science Hons, B.Sc Industrial Microbiology, B.Sc Mathematics Hons, B.Sc Physics Hons, B.Sc Statistics Hons, B.Sc Zoology Hons, BA Ancient Indian History Culture and Archaeology Hons, BA Ancient Indian History Culture and Archaeology Hons, BA Bengali Hons, BA Economics Hons, BA Economics Hons, BA English Hons, BA English Hons, BA Geography Hons, BA Hindi Hons, BA Hindi Hons, BA History Hons, BA History Hons, BA Home Science Hons, BA Home Science Hons, BA Music Instrumental Hons, BA Music Instrumental Hons, BA Music Vocal Hons, BA Music Vocal Hons, BA Painting Hons, BA Philosophy Hons, BA Philosophy Hons, BA Political Science Hons, BA Political Science Hons, BA Psychology Hons, BA Psychology Hons, BA Sanskrit Hons, BA Sanskrit Hons, BA Sociology Hons, BA Sociology Hons, BA Urdu Hons, BNYS Self Finance, DCA, Diploma in Leisure and Hospitality Management, Diploma in Microfinance and Entrepreneurship, Diploma in Textile Design, LLB Hons, LLM, M.Ed, M.Sc Agricultural Economics, M.Sc Agronomy, M.Sc Animal Husbandry and Dairying, M.Sc Bioinformatics, M.Sc Entomology and Agricultural Zoology, M.Sc Environmental Science, M.Sc Extension Education, M.Sc Genetics and Plant Breeding, M.Sc Horticulture, M.Sc Mycology and Plant Pathology, M.Sc Plant Physiology, M.Sc Soil Science and Agricultural Chemistry, M.Sc Tech Geophysics, MA Ancient Indian History Culture and Archaeology, MA Bengali, MA Economics, MA Economics, MA English, MA English, MA Geography, MA Hindi, MA Hindi, MA History, MA History, MA Philosophy, MA Political Science, MA Psychology, MA Psychology, MA Sanskrit, MA Sociology, MBA Agribusiness, MCA, PG Diploma in Child Health, PG Diploma in Neonatal Care, PG Diploma in Otorhinolaryngology, PG Diploma in Radiodiagnosis, PG Diploma in Radiotherapy, Ph.D, Ph.D AIHC and Archaeology, Ph.D Ancient Indian History Culture and Archaeology","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Classrooms, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Varanasi,Uttar Pradesh,India,Public/Government,82548.89764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
